,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,result,rsi6,roc6,sma6,ema6,wma6,tema6,william6,cci6,cmo6,macd6,macdSignal6,macdHist6,ppo6,parabolicsar6,rsi7,roc7,sma7,ema7,wma7,tema7,william7,cci7,cmo7,macd7,macdSignal7,macdHist7,ppo7,parabolicsar7,rsi8,roc8,sma8,ema8,wma8,tema8,william8,cci8,cmo8,macd8,macdSignal8,macdHist8,ppo8,parabolicsar8,rsi9,roc9,sma9,ema9,wma9,tema9,william9,cci9,cmo9,macd9,macdSignal9,macdHist9,ppo9,parabolicsar9,rsi10,roc10,sma10,ema10,wma10,tema10,william10,cci10,cmo10,macd10,macdSignal10,macdHist10,ppo10,parabolicsar10,rsi11,roc11,sma11,ema11,wma11,tema11,william11,cci11,cmo11,macd11,macdSignal11,macdHist11,ppo11,parabolicsar11,rsi12,roc12,sma12,ema12,wma12,tema12,william12,cci12,cmo12,macd12,macdSignal12,macdHist12,ppo12,parabolicsar12,rsi13,roc13,sma13,ema13,wma13,tema13,william13,cci13,cmo13,macd13,macdSignal13,macdHist13,ppo13,parabolicsar13,rsi14,roc14,sma14,ema14,wma14,tema14,william14,cci14,cmo14,macd14,macdSignal14,macdHist14,ppo14,parabolicsar14,rsi15,roc15,sma15,ema15,wma15,tema15,william15,cci15,cmo15,macd15,macdSignal15,macdHist15,ppo15,parabolicsar15,rsi16,roc16,sma16,ema16,wma16,tema16,william16,cci16,cmo16,macd16,macdSignal16,macdHist16,ppo16,parabolicsar16,rsi17,roc17,sma17,ema17,wma17,tema17,william17,cci17,cmo17,macd17,macdSignal17,macdHist17,ppo17,parabolicsar17,rsi18,roc18,sma18,ema18,wma18,tema18,william18,cci18,cmo18,macd18,macdSignal18,macdHist18,ppo18,parabolicsar18,rsi19,roc19,sma19,ema19,wma19,tema19,william19,cci19,cmo19,macd19,macdSignal19,macdHist19,ppo19,parabolicsar19,rsi20,roc20,sma20,ema20,wma20,tema20,william20,cci20,cmo20,macd20,macdSignal20,macdHist20,ppo20,parabolicsar20
261,261,17-01-2011,501.5,504,496.024994,498.950012,430.141449,6421596,2,0.282021273,0.808424066,0.640658995,0.683995144,0.673502673,0.732362393,0.623129492,0.158774975,0.282021273,0.554489094,0.488019407,0.660983908,0.422543886,1,0.310771066,0.773894798,0.64628555,0.677884817,0.667535631,0.721011885,0.666279278,0.270387317,0.310771066,0.554489094,0.488019407,0.660983908,0.422543886,1,0.337890771,0.781391688,0.654756475,0.673313495,0.665094224,0.711356565,0.636673792,0.329449223,0.337890771,0.554489094,0.488019407,0.660983908,0.422543886,1,0.36338517,0.782479223,0.656528627,0.669715258,0.663532032,0.703298925,0.558973131,0.349087301,0.36338517,0.554489094,0.488019407,0.660983908,0.422543886,1,0.387348231,0.784741482,0.655767245,0.666710992,0.662003254,0.696710288,0.545932313,0.358608347,0.387348231,0.554489094,0.488019407,0.660983908,0.422543886,1,0.410607681,0.766949291,0.652125007,0.664279657,0.659964918,0.691449101,0.545977291,0.36551602,0.410607681,0.554489094,0.488019407,0.660983908,0.422543886,1,0.428712013,0.778829733,0.649782445,0.662266879,0.658079093,0.687364045,0.516317165,0.370203513,0.428712013,0.554489094,0.488019407,0.660983908,0.422543886,1,0.44540325,0.784515261,0.648161997,0.660565405,0.656191212,0.684296789,0.45985136,0.372116853,0.44540325,0.554489094,0.488019407,0.660983908,0.422543886,1,0.46091869,0.785319366,0.648829217,0.659100276,0.65457579,0.682087106,0.45985136,0.373076513,0.46091869,0.554489094,0.488019407,0.660983908,0.422543886,1,0.475444917,0.764406698,0.648046061,0.657818851,0.653314829,0.680579128,0.45985136,0.385734294,0.475444917,0.554489094,0.488019407,0.660983908,0.422543886,1,0.489181031,0.767511991,0.647374659,0.656683933,0.652243506,0.679627135,0.45985136,0.389863325,0.489181031,0.554489094,0.488019407,0.660983908,0.422543886,1,0.50229252,0.771421012,0.647367537,0.655669006,0.651482385,0.678250887,0.443978496,0.396303268,0.50229252,0.554489094,0.488019407,0.660983908,0.422543886,1,0.514678438,0.777736232,0.647834663,0.654754921,0.650931136,0.676660392,0.42932003,0.39972148,0.514678438,0.554489094,0.488019407,0.660983908,0.422543886,1,0.526470406,0.767975632,0.647213293,0.653927592,0.650673405,0.675302489,0.424786465,0.414806565,0.526470406,0.554489094,0.488019407,0.660983908,0.422543886,1,0.537967428,0.789674199,0.648829848,0.653176405,0.650768427,0.674115605,0.424786465,0.422125488,0.537967428,0.554489094,0.488019407,0.660983908,0.422543886,1
262,262,18-01-2011,502.424988,504,495,497.424988,428.82666,6798762,2,0.269105268,0.830869856,0.630636694,0.675233103,0.665445481,0.728166405,0.540272954,0.253042683,0.269105268,0.538515842,0.466537232,0.658253898,0.400138678,1,0.298575373,0.786157451,0.630160863,0.668753022,0.657687627,0.71585309,0.627476273,0.280632295,0.298575373,0.538515842,0.466537232,0.658253898,0.400138678,1,0.326180279,0.771971057,0.636158366,0.664003674,0.653504849,0.705209154,0.632222728,0.319851706,0.326180279,0.538515842,0.466537232,0.658253898,0.400138678,1,0.352016653,0.781030077,0.641543451,0.660366584,0.65131083,0.69619954,0.563097364,0.364370107,0.352016653,0.538515842,0.466537232,0.658253898,0.400138678,1,0.376224158,0.76672638,0.641847446,0.657422798,0.649480136,0.688727819,0.550180714,0.380954339,0.376224158,0.538515842,0.466537232,0.658253898,0.400138678,1,0.399800057,0.766850531,0.642644386,0.655118357,0.647882104,0.682668516,0.550226042,0.39030801,0.399800057,0.538515842,0.466537232,0.658253898,0.400138678,1,0.418298406,0.770948536,0.640518429,0.653276798,0.646374217,0.677878192,0.520867271,0.394195471,0.418298406,0.538515842,0.466537232,0.658253898,0.400138678,1,0.435355507,0.780182859,0.640529487,0.651774755,0.645001087,0.674201666,0.464932652,0.397266126,0.435355507,0.538515842,0.466537232,0.658253898,0.400138678,1,0.451211222,0.782396344,0.642002725,0.650525594,0.643899756,0.67147846,0.464932652,0.398383405,0.451211222,0.538515842,0.466537232,0.658253898,0.400138678,1,0.466053128,0.76741524,0.641685333,0.649468294,0.643121655,0.669549698,0.464932652,0.412195893,0.466053128,0.538515842,0.466537232,0.658253898,0.400138678,1,0.480081718,0.768392685,0.640521171,0.648559729,0.64240163,0.66826442,0.464932652,0.415462993,0.480081718,0.538515842,0.466537232,0.658253898,0.400138678,1,0.493463782,0.768845453,0.640369466,0.647769265,0.641925618,0.666650008,0.449209107,0.422463026,0.493463782,0.538515842,0.466537232,0.658253898,0.400138678,1,0.506095568,0.772907115,0.641180415,0.647074971,0.641651237,0.664903533,0.434688537,0.426115377,0.506095568,0.538515842,0.466537232,0.658253898,0.400138678,1,0.518110617,0.778025596,0.641194718,0.646460957,0.641687519,0.663453792,0.430197619,0.441965367,0.518110617,0.538515842,0.466537232,0.658253898,0.400138678,1,0.529813286,0.775229411,0.641458525,0.645915509,0.641916407,0.662229952,0.430197619,0.448716481,0.529813286,0.538515842,0.466537232,0.658253898,0.400138678,1
263,263,19-01-2011,499.799988,502.5,487.5,490.075012,422.490295,10739550,1,0.212459116,0.834500412,0.621912625,0.663203599,0.654156332,0.717970161,0.573163972,0.224966924,0.212459116,0.518691207,0.443410899,0.650926572,0.379118463,1,0.244226617,0.798486873,0.617978819,0.656649964,0.646199168,0.705352695,0.610246502,0.24340678,0.244226617,0.518691207,0.443410899,0.650926572,0.379118463,1,0.273420709,0.774984652,0.618687414,0.651935946,0.640823465,0.694255023,0.630895178,0.283610907,0.273420709,0.518691207,0.443410899,0.650926572,0.379118463,1,0.300378574,0.762543223,0.622022963,0.648420784,0.637374546,0.684719011,0.592816462,0.318217525,0.300378574,0.518691207,0.443410899,0.650926572,0.379118463,1,0.325370188,0.75630997,0.625659864,0.64566407,0.635147665,0.676700302,0.588076187,0.354581355,0.325370188,0.518691207,0.443410899,0.650926572,0.379118463,1,0.350132106,0.740438503,0.627514402,0.643589485,0.633402455,0.670107922,0.588124638,0.377583132,0.350132106,0.518691207,0.443410899,0.650926572,0.379118463,1,0.370230224,0.761787665,0.629571396,0.642005715,0.632369261,0.664821564,0.561453934,0.38840238,0.370230224,0.518691207,0.443410899,0.650926572,0.379118463,1,0.388802624,0.763209461,0.629890015,0.640777975,0.631414113,0.660701339,0.510257457,0.393536828,0.388802624,0.518691207,0.443410899,0.650926572,0.379118463,1,0.406090577,0.768929099,0.632979072,0.639811062,0.630846512,0.657596119,0.510257457,0.397157414,0.406090577,0.518691207,0.443410899,0.650926572,0.379118463,1,0.422278609,0.755571208,0.633478156,0.639037668,0.630609098,0.655351615,0.510257457,0.411598821,0.422278609,0.518691207,0.443410899,0.650926572,0.379118463,1,0.43756788,0.762348646,0.632833677,0.638410165,0.630399327,0.653817652,0.510257457,0.41523043,0.43756788,0.518691207,0.443410899,0.650926572,0.379118463,1,0.452126732,0.760679266,0.632265303,0.637894801,0.630315238,0.652037767,0.495865833,0.421534017,0.452126732,0.518691207,0.443410899,0.650926572,0.379118463,1,0.46583468,0.761271143,0.632979891,0.637467569,0.630365905,0.650198247,0.482575279,0.425475737,0.46583468,0.518691207,0.443410899,0.650926572,0.379118463,1,0.478831331,0.764105515,0.633401058,0.637111283,0.63071581,0.648710387,0.478464781,0.441484717,0.478831331,0.518691207,0.443410899,0.650926572,0.379118463,1,0.491443882,0.776141958,0.634313149,0.636813514,0.631271892,0.647496361,0.478464781,0.44846071,0.491443882,0.518691207,0.443410899,0.650926572,0.379118463,1
264,264,20-01-2011,488.799988,488.799988,477.274994,484.924988,418.050537,18900768,1,0.180225877,0.81207272,0.606087189,0.650567545,0.641029667,0.707491273,0.663638909,0.127132796,0.180225877,0.498495732,0.418858116,0.644569474,0.348637248,1,0.212227837,0.805449695,0.607945211,0.643891154,0.633757369,0.694505519,0.662918671,0.179847799,0.212227837,0.498495732,0.418858116,0.644569474,0.348637248,1,0.241604565,0.790548349,0.605653402,0.63916793,0.628258016,0.682942655,0.647657531,0.217177419,0.241604565,0.498495732,0.418858116,0.644569474,0.348637248,1,0.26867204,0.768835872,0.604335124,0.635734309,0.623864132,0.67288315,0.618458653,0.255764503,0.26867204,0.498495732,0.418858116,0.644569474,0.348637248,1,0.293697771,0.74160666,0.606070637,0.633128961,0.620609825,0.664318205,0.63393788,0.29773396,0.293697771,0.498495732,0.418858116,0.644569474,0.348637248,1,0.318838166,0.733542874,0.610979881,0.631253328,0.618534625,0.657185192,0.638766579,0.327100788,0.318838166,0.498495732,0.418858116,0.644569474,0.348637248,1,0.339651193,0.738736056,0.614010497,0.629901292,0.617380313,0.651385468,0.615687801,0.352499522,0.339651193,0.498495732,0.418858116,0.644569474,0.348637248,1,0.35894557,0.757407118,0.618275341,0.628926457,0.616842616,0.646795062,0.570822662,0.368423345,0.35894557,0.498495732,0.418858116,0.644569474,0.348637248,1,0.376949927,0.755458698,0.621694732,0.628224708,0.616649615,0.643273701,0.570822662,0.375798428,0.376949927,0.498495732,0.418858116,0.644569474,0.348637248,1,0.393836793,0.745782131,0.623724279,0.627722027,0.616904652,0.640673489,0.570822662,0.39363721,0.393836793,0.498495732,0.418858116,0.644569474,0.348637248,1,0.409800087,0.753833968,0.623898046,0.62736584,0.617197549,0.638846849,0.570822662,0.398983104,0.409800087,0.498495732,0.418858116,0.644569474,0.348637248,1,0.425003197,0.757964873,0.623842789,0.627118833,0.617595102,0.636855854,0.558210812,0.406410505,0.425003197,0.498495732,0.418858116,0.644569474,0.348637248,1,0.439309882,0.756447836,0.624176316,0.626954505,0.618019465,0.634877322,0.546563867,0.410583433,0.439309882,0.498495732,0.418858116,0.644569474,0.348637248,1,0.452859844,0.755861953,0.624564989,0.626854,0.618683816,0.633305811,0.542961704,0.427479206,0.452859844,0.498495732,0.418858116,0.644569474,0.348637248,1,0.465992291,0.765557296,0.625882737,0.626803827,0.619546231,0.6320574,0.542961704,0.435141953,0.465992291,0.498495732,0.418858116,0.644569474,0.348637248,1
265,265,21-01-2011,487.5,496.25,486.5,493.399994,425.356781,8927854,2,0.390872083,0.838838241,0.598674311,0.648196022,0.638501424,0.714293646,0.666557999,0.399409963,0.390872083,0.49323168,0.397638479,0.659423922,0.322436904,1,0.393546218,0.805970812,0.597888674,0.640380497,0.629558537,0.699983401,0.687907905,0.385138437,0.393546218,0.49323168,0.397638479,0.659423922,0.322436904,1,0.401691401,0.819995753,0.600130351,0.634802816,0.623794316,0.687115683,0.652602743,0.389186577,0.401691401,0.49323168,0.397638479,0.659423922,0.322436904,1,0.412913393,0.806457526,0.595699485,0.630735711,0.618640328,0.675781032,0.602645822,0.394600335,0.412913393,0.49323168,0.397638479,0.659423922,0.322436904,1,0.425871259,0.768874257,0.592768572,0.627668904,0.614042996,0.665986212,0.632597124,0.401197216,0.425871259,0.49323168,0.397638479,0.659423922,0.322436904,1,0.440068255,0.739625413,0.595561203,0.62546376,0.610609232,0.65768326,0.656082836,0.409025484,0.440068255,0.49323168,0.397638479,0.659423922,0.322436904,1,0.450706554,0.752555149,0.60109748,0.623884026,0.608739878,0.650785699,0.638716473,0.416863557,0.450706554,0.49323168,0.397638479,0.659423922,0.322436904,1,0.461437319,0.755261365,0.606044365,0.622759853,0.607715864,0.645178765,0.596539733,0.421895257,0.461437319,0.49323168,0.397638479,0.659423922,0.322436904,1,0.472151109,0.770919248,0.612956846,0.621968876,0.607551908,0.640728257,0.596539733,0.42853839,0.472151109,0.49323168,0.397638479,0.659423922,0.322436904,1,0.482777204,0.753440445,0.615103444,0.621422889,0.607848691,0.637289232,0.596539733,0.445769735,0.482777204,0.49323168,0.397638479,0.659423922,0.322436904,1,0.493319999,0.765111628,0.616590693,0.621058307,0.608320971,0.634714185,0.596539733,0.451007663,0.493319999,0.49323168,0.397638479,0.659423922,0.322436904,1,0.503796999,0.770697013,0.617173849,0.620829281,0.60893893,0.632068804,0.584683608,0.458176449,0.503796999,0.49323168,0.397638479,0.659423922,0.322436904,1,0.513993393,0.775066581,0.617877725,0.620702716,0.609587676,0.629525216,0.573734569,0.461754551,0.513993393,0.49323168,0.397638479,0.659423922,0.322436904,1,0.523950386,0.772315283,0.61783345,0.620654663,0.610402232,0.627468472,0.570348254,0.47856591,0.523950386,0.49323168,0.397638479,0.659423922,0.322436904,1,0.533898655,0.778716501,0.619019803,0.620667712,0.611381899,0.625807506,0.570348254,0.485817304,0.533898655,0.49323168,0.397638479,0.659423922,0.322436904,1
266,266,24-01-2011,497.549988,497.950012,482.049988,485.799988,418.80484,10168620,2,0.313332431,0.837339051,0.590910878,0.640534836,0.63189083,0.709185579,0.549914666,0.355895252,0.313332431,0.482038356,0.37730861,0.66338925,0.288545825,1,0.325278451,0.805631372,0.587889306,0.632314534,0.622195364,0.695053683,0.640650283,0.360926571,0.325278451,0.482038356,0.37730861,0.66338925,0.288545825,1,0.339305026,0.794010512,0.587997979,0.626416756,0.615481036,0.682093838,0.627658383,0.376130175,0.339305026,0.482038356,0.37730861,0.66338925,0.288545825,1,0.354413194,0.809465648,0.587896849,0.622118001,0.610405463,0.670472097,0.548029694,0.380536385,0.354413194,0.482038356,0.37730861,0.66338925,0.288545825,1,0.369994364,0.780435359,0.582301246,0.618900781,0.605425061,0.660258521,0.562893066,0.385199757,0.369994364,0.482038356,0.37730861,0.66338925,0.288545825,1,0.386681187,0.742039937,0.580922803,0.616612167,0.601059802,0.651455932,0.60988013,0.398470024,0.386681187,0.482038356,0.37730861,0.66338925,0.288545825,1,0.399855114,0.734274439,0.58455722,0.615003742,0.598190684,0.644017817,0.613015196,0.409398514,0.399855114,0.482038356,0.37730861,0.66338925,0.288545825,1,0.412757542,0.744526329,0.591930641,0.613894473,0.5966805,0.637860301,0.573477714,0.418890152,0.412757542,0.482038356,0.37730861,0.66338925,0.288545825,1,0.425369717,0.743893104,0.59955788,0.613152316,0.596202818,0.632872357,0.573477714,0.424326793,0.425369717,0.482038356,0.37730861,0.66338925,0.288545825,1,0.437676608,0.744013557,0.605031823,0.612680973,0.596630533,0.628925642,0.573477714,0.441825365,0.437676608,0.482038356,0.37730861,0.66338925,0.288545825,1,0.449722756,0.747989523,0.606707585,0.612410263,0.597234503,0.625883707,0.573477714,0.448447263,0.449722756,0.482038356,0.37730861,0.66338925,0.288545825,1,0.461554062,0.756948846,0.60858408,0.61228905,0.598100945,0.622830324,0.560943887,0.457420182,0.461554062,0.482038356,0.37730861,0.66338925,0.288545825,1,0.472957093,0.762618549,0.609940061,0.612280062,0.599025622,0.619937354,0.549368994,0.461757584,0.472957093,0.482038356,0.37730861,0.66338925,0.288545825,1,0.483992163,0.765752481,0.610329899,0.612356091,0.600114316,0.617582662,0.545789115,0.479117046,0.483992163,0.482038356,0.37730861,0.66338925,0.288545825,1,0.494922206,0.769954883,0.611144836,0.612497212,0.601297071,0.615672882,0.545789115,0.486382347,0.494922206,0.482038356,0.37730861,0.66338925,0.288545825,1
267,267,25-01-2011,488.549988,492.475006,478.125,479.25,413.158203,9292160,2,0.259662887,0.829029443,0.580680854,0.629919833,0.622106984,0.699074038,0.519411675,0.270472016,0.259662887,0.46748262,0.356682985,0.662071189,0.260240419,1,0.276536609,0.805760273,0.578061381,0.621582784,0.612400697,0.68532138,0.518382609,0.287735177,0.276536609,0.46748262,0.356682985,0.662071189,0.260240419,1,0.293728053,0.79522434,0.576347287,0.615592912,0.605313207,0.67254524,0.575830294,0.316316042,0.293728053,0.46748262,0.356682985,0.662071189,0.260240419,1,0.310905751,0.785343092,0.574512937,0.611243201,0.59964058,0.660930784,0.521934497,0.344555863,0.310905751,0.46748262,0.356682985,0.662071189,0.260240419,1,0.327835653,0.784874497,0.572950912,0.608020314,0.59487485,0.650582969,0.507778553,0.359872082,0.327835653,0.46748262,0.356682985,0.662071189,0.260240419,1,0.345918491,0.754666816,0.569226175,0.605765305,0.590316151,0.641542244,0.538783213,0.369558292,0.345918491,0.46748262,0.356682985,0.662071189,0.260240419,1,0.360636459,0.738108526,0.569047116,0.604224408,0.586758689,0.633797046,0.563737651,0.382116662,0.360636459,0.46748262,0.356682985,0.662071189,0.260240419,1,0.374889677,0.727857725,0.57471519,0.603210479,0.584469426,0.627293651,0.547417953,0.399933799,0.374889677,0.46748262,0.356682985,0.662071189,0.260240419,1,0.388706994,0.734750145,0.584660277,0.602585534,0.583635841,0.621945676,0.553602253,0.411153788,0.388706994,0.46748262,0.356682985,0.662071189,0.260240419,1,0.402100975,0.719331119,0.590811661,0.602247951,0.583854143,0.617643884,0.553602253,0.432570627,0.402100975,0.46748262,0.356682985,0.662071189,0.260240419,1,0.415136136,0.740071689,0.595689828,0.602122993,0.584634035,0.614265807,0.553602253,0.439813503,0.415136136,0.46748262,0.356682985,0.662071189,0.260240419,1,0.42787213,0.741452955,0.597771333,0.602155759,0.585674917,0.610919603,0.540484363,0.44819352,0.42787213,0.46748262,0.356682985,0.662071189,0.260240419,1,0.440089813,0.750475599,0.600383962,0.602305939,0.586871676,0.607778086,0.528370094,0.454018567,0.440089813,0.46748262,0.356682985,0.662071189,0.260240419,1,0.451859342,0.754923807,0.601469245,0.602543923,0.588254883,0.605212343,0.524623397,0.472310083,0.451859342,0.46748262,0.356682985,0.662071189,0.260240419,1,0.463465327,0.764901333,0.602728554,0.602847923,0.589730152,0.603128955,0.524623397,0.480360315,0.463465327,0.46748262,0.356682985,0.662071189,0.260240419,1
268,268,27-01-2011,483,483.700012,470,471.350006,406.347656,12848730,1,0.207692956,0.817863544,0.567140407,0.616134919,0.608713222,0.684758899,0.583019752,0.159184722,0.207692956,0.448972855,0.334635903,0.655736344,0.245488749,1,0.227871554,0.795336935,0.565445057,0.60788656,0.599178002,0.671285152,0.594627828,0.205905549,0.227871554,0.448972855,0.334635903,0.655736344,0.245488749,1,0.247178188,0.792931804,0.56429695,0.601986402,0.592316669,0.65872109,0.548770434,0.241430659,0.247178188,0.448972855,0.334635903,0.655736344,0.245488749,1,0.265677254,0.784150695,0.561064269,0.597742223,0.586541016,0.647214526,0.541114731,0.273614355,0.265677254,0.448972855,0.334635903,0.655736344,0.245488749,1,0.28337959,0.759168036,0.558041069,0.594647556,0.581453388,0.63686876,0.554456501,0.303427774,0.28337959,0.448972855,0.334635903,0.655736344,0.245488749,1,0.302423506,0.756650329,0.558138172,0.592540357,0.5772255,0.627739471,0.554502182,0.329096506,0.302423506,0.448972855,0.334635903,0.655736344,0.245488749,1,0.31836922,0.748384677,0.555880232,0.591165139,0.573636612,0.61983689,0.54977502,0.344144628,0.31836922,0.448972855,0.334635903,0.655736344,0.245488749,1,0.333727685,0.729432314,0.558095701,0.590331759,0.570865587,0.613130135,0.544244878,0.360225119,0.333727685,0.448972855,0.334635903,0.655736344,0.245488749,1,0.348558538,0.716115059,0.566511374,0.589898823,0.569444436,0.607553794,0.571765773,0.379772301,0.348558538,0.448972855,0.334635903,0.655736344,0.245488749,1,0.36288971,0.708328454,0.574852935,0.589761392,0.569437757,0.603016315,0.576768755,0.408700392,0.36288971,0.448972855,0.334635903,0.655736344,0.245488749,1,0.376796738,0.713343128,0.580439687,0.589841748,0.570109189,0.599409114,0.576768755,0.421111768,0.376796738,0.448972855,0.334635903,0.655736344,0.245488749,1,0.390346159,0.731372401,0.58558812,0.590082453,0.571380039,0.595869343,0.564331638,0.433643202,0.390346159,0.448972855,0.334635903,0.655736344,0.245488749,1,0.403305867,0.732875725,0.588425931,0.590441115,0.572795986,0.592570059,0.552846057,0.440049198,0.403305867,0.448972855,0.334635903,0.655736344,0.245488749,1,0.415751665,0.740643174,0.59079909,0.590886476,0.574482453,0.589874257,0.549293801,0.458535573,0.415751665,0.448972855,0.334635903,0.655736344,0.245488749,1,0.427988269,0.751790473,0.592758936,0.591395473,0.576280142,0.587689682,0.549293801,0.466568517,0.427988269,0.448972855,0.334635903,0.655736344,0.245488749,1
269,269,28-01-2011,472.5,472.950012,451,456.5,393.545563,15477688,1,0.142286806,0.803976125,0.549705266,0.594628927,0.587105924,0.659663603,0.68910083,0.104743822,0.142286806,0.419928929,0.308295019,0.636600653,0.228584128,1,0.163309325,0.772641319,0.546737752,0.5869987,0.578211832,0.646589255,0.704077038,0.124465432,0.163309325,0.419928929,0.308295019,0.636600653,0.228584128,1,0.182916095,0.770720693,0.546897733,0.581651507,0.572048072,0.634452028,0.675685805,0.163694715,0.182916095,0.419928929,0.308295019,0.636600653,0.228584128,1,0.201252916,0.76994834,0.544681498,0.577916525,0.566940084,0.623325763,0.606328223,0.201055121,0.201252916,0.419928929,0.308295019,0.636600653,0.228584128,1,0.218422468,0.746438274,0.540719625,0.5753027,0.562194436,0.613283577,0.631949538,0.230958764,0.218422468,0.419928929,0.308295019,0.636600653,0.228584128,1,0.237508678,0.720690511,0.539754332,0.573651147,0.55806496,0.604376752,0.644345906,0.262280891,0.237508678,0.419928929,0.308295019,0.636600653,0.228584128,1,0.254142131,0.73889162,0.541262443,0.572711999,0.555085647,0.596624733,0.621662858,0.283592782,0.254142131,0.419928929,0.308295019,0.636600653,0.228584128,1,0.270205277,0.728292011,0.541780989,0.572298302,0.552576525,0.590011926,0.590631464,0.301238773,0.270205277,0.419928929,0.308295019,0.636600653,0.228584128,1,0.28576146,0.706703418,0.547155923,0.572270365,0.550986376,0.584489737,0.614990171,0.324198989,0.28576146,0.419928929,0.308295019,0.636600653,0.228584128,1,0.30083062,0.679819623,0.554158159,0.572524098,0.550694232,0.579982382,0.630292003,0.357393336,0.30083062,0.419928929,0.308295019,0.636600653,0.228584128,1,0.315481359,0.691703867,0.561967035,0.572982196,0.55137223,0.576394677,0.633163331,0.379824211,0.315481359,0.419928929,0.308295019,0.636600653,0.228584128,1,0.329772179,0.694191259,0.567879816,0.573587445,0.552734876,0.572903063,0.62238343,0.399314538,0.329772179,0.419928929,0.308295019,0.636600653,0.228584128,1,0.343434596,0.711870812,0.573725812,0.574297627,0.554523947,0.569677245,0.612428277,0.410594816,0.343434596,0.419928929,0.308295019,0.636600653,0.228584128,1,0.356540619,0.712227384,0.576470577,0.575081682,0.556559895,0.56706684,0.60934935,0.431130531,0.356540619,0.419928929,0.308295019,0.636600653,0.228584128,1,0.369417502,0.72630428,0.579748537,0.575916803,0.558773932,0.564981894,0.60934935,0.441961193,0.369417502,0.419928929,0.308295019,0.636600653,0.228584128,1
270,270,31-01-2011,454.424988,464.424988,451.549988,459.649994,396.261139,11581144,0,0.212516647,0.818121049,0.53658021,0.581740741,0.572337227,0.652427027,0.697451025,0.245273718,0.212516647,0.402768453,0.282080054,0.63716182,0.205985947,1,0.225022032,0.789640532,0.532830111,0.573584602,0.563632608,0.637969393,0.696803188,0.255205177,0.225022032,0.402768453,0.282080054,0.63716182,0.205985947,1,0.238398918,0.778418232,0.53141472,0.56790408,0.557282311,0.624780141,0.679092755,0.273576205,0.238398918,0.402768453,0.282080054,0.63716182,0.205985947,1,0.252048164,0.778057997,0.530131363,0.563970329,0.552188859,0.612805621,0.616344293,0.28428289,0.252048164,0.402768453,0.282080054,0.63716182,0.205985947,1,0.265624768,0.761982781,0.526808298,0.56125764,0.547556003,0.602037465,0.605030755,0.291514662,0.265624768,0.402768453,0.282080054,0.63716182,0.205985947,1,0.281335619,0.736705635,0.524764812,0.559579186,0.543346716,0.5924796,0.640559959,0.311393191,0.281335619,0.402768453,0.282080054,0.63716182,0.205985947,1,0.294718847,0.731683938,0.525084884,0.558668124,0.540138595,0.584126771,0.630203406,0.327591356,0.294718847,0.402768453,0.282080054,0.63716182,0.205985947,1,0.307997104,0.747567825,0.52898792,0.558324737,0.537886744,0.576952619,0.587032838,0.339698749,0.307997104,0.402768453,0.282080054,0.63716182,0.205985947,1,0.321141541,0.733579086,0.532658399,0.558399424,0.536289963,0.570905651,0.599548166,0.349340852,0.321141541,0.402768453,0.282080054,0.63716182,0.205985947,1,0.334106349,0.697488873,0.53664073,0.558780271,0.535650371,0.56591102,0.622755562,0.372532978,0.334106349,0.402768453,0.282080054,0.63716182,0.205985947,1,0.346908066,0.690189605,0.543097252,0.559383752,0.53589322,0.561875804,0.637334155,0.391139099,0.346908066,0.402768453,0.282080054,0.63716182,0.205985947,1,0.359564742,0.699825985,0.550991629,0.560147699,0.537099388,0.557997251,0.629492823,0.409078005,0.359564742,0.402768453,0.282080054,0.63716182,0.205985947,1,0.371789348,0.702475143,0.557458764,0.561025965,0.538818226,0.554440463,0.619725095,0.421582018,0.371789348,0.402768453,0.282080054,0.63716182,0.205985947,1,0.383625194,0.719248093,0.563066493,0.561984379,0.541053835,0.551543371,0.616704135,0.444111534,0.383625194,0.402768453,0.282080054,0.63716182,0.205985947,1,0.395364861,0.72613513,0.566625152,0.562997693,0.543463262,0.549214503,0.616704135,0.454632664,0.395364861,0.402768453,0.282080054,0.63716182,0.205985947,1
